road,LRPName,length,chainage_y,lon_y,lat_y,type_y,name_y,condition
N1,LRP257a,50.3,253.57,91.897333,22.3015833,Culvert,Box culvert,B
N1,LRP258,0.10300000000000864,254.024,91.9015556,22.3027222,KmPost,"Cox,s Bazar 136 km,Patiya 11 km",
N1,LRP258a,0.8719999999999857,254.127,91.9025,22.3029722,Culvert,Box culvert,
N1,LRP259,0.30299999999999727,254.999,91.9106389,22.3053611,KmPost,"Cox,s Bazar 135 km,Patiya 10 km",
N1,LRP259a,0.4240000000000066,255.302,91.9128056,22.3070556,Culvert,Box culvert,
N1,LRP259b,0.27299999999999613,255.726,91.91575,22.3096944,CrossRoad,Road to Kaliganj (Z1070),
N1,LRP260,0.16799999999997794,255.999,91.9176382,22.3114167,KmPost,Box culvert,
N1,LRP260a,12.4,256.167,91.9188327,22.3124722,Culvert,Box culvert,A
N1,LRP260b,0.12100000000003774,256.688,91.9224993,22.3156389,Culvert,Box culvert,
N1,LRP260c,0.18999999999999773,256.809,91.9235827,22.3158889,"SideRoad,Left",Road to Kalurghat (N107),
N1,LRP261,0.75,256.999,91.9253882,22.3155556,KmPost,Km post missing,
N1,LRP261a,61.0,257.749,91.9322216,22.3137778,Culvert,Box culvert,B
N1,LRP262,1.0,257.999,91.9345274,22.31375,KmPost,Km post missing,
N1,LRP263,0.617999999999995,258.999,91.9438886,22.3136389,KmPost,Km post missing,
N1,LRP263a,0.39299999999997226,259.617,91.9477219,22.3098611,Culvert,Box culvert,
N1,LRP264,1.0,260.01,91.9491941,22.3067222,KmPost,Info.Missing,
N1,LRP265,0.9259999999999877,261.01,91.9553889,22.3025,KmPost,Km post missing,
N1,LRP265a,9.2,261.936,91.9641667,22.3010278,Bridge,Bridge start,A
N1,LRP265b,6.0,261.988,91.9646667,22.3009444,Bridge,Bridge end,A
N1,LRP266,1.0,262.01,91.9648889,22.3009167,KmPost,Km post missing,
N1,LRP267,0.5679999999999836,263.01,91.973916,22.2979441,KmPost,Km post missing,
N1,LRP267a,9.4,263.578,91.9787493,22.2956941,Culvert,Slab Culvert,A
N1,LRP267b,0.2659999999999627,263.744,91.9803049,22.295333,"SideRoad,Left",Road to Boalkhali (Z1059),
N1,LRP268,0.060000000000002274,264.01,91.9816382,22.2934997,KmPost,Km post missing,
N1,LRP268a,14.0,264.07,91.9821104,22.2933608,"SideRoad,Left",Road to Haidgaon (Z1057),A
N1,LRP268b,14.0,264.216,91.9822493,22.292083,Culvert,Box culvert,A
N1,LRP268c,0.7729999999999677,264.237,91.9823327,22.291833,"SideRoad,Right",Road to Anowara (R170),
N1,LRP269,0.30299999999999727,265.01,91.9883886,22.2878052,KmPost,Km post missing,
N1,LRP269a,12.7,265.313,91.9911108,22.286583,Bridge,Bridge start,B
N1,LRP269b,0.025000000000034106,265.385,91.991583,22.2863052,Bridge,Bridge end,
N1,LRP269c,9.4,265.41,91.9916941,22.2862497,"SideRoad,Right",Road to Chandnaisa(Z1039),B
N1,LRP270,0.2699999999999818,266.01,91.9967497,22.2836386,KmPost,Km post missing,
N1,LRP270a,14.0,266.28,91.9986663,22.2820549,Culvert,Box Culvert,A
N1,LRP271,0.21399999999999864,267.205,92.0043889,22.2761938,KmPost,Info.Missing,
N1,LRP271a,9.2,267.419,92.0053056,22.2745827,Culvert,Box culvert,A
N1,LRP271b,0.5159999999999627,267.689,92.0055278,22.2722493,Culvert,Box culvert,
N1,LRP272,0.6260000000000332,268.205,92.0058056,22.2676104,KmPost,Km post missing,
N1,LRP272a,50.4,268.831,92.0070556,22.2622222,Bridge,Bridge start,C
N1,LRP272b,0.23399999999998045,268.845,92.00708382580645,22.26210145564516,Bridge,Bridge end,
N1,LRP272c,9.2,269.079,92.0075556,22.2600833,Culvert,Box Culvert,B
N1,LRP273,0.40300000000002,269.205,92.0081389,22.259,KmPost,Km post missing,
N1,LRP273a,0.26799999999997226,269.608,92.0096111,22.2557222,Culvert,Box culvert,
N1,LRP273b,0.32900000000000773,269.876,92.01125,22.2538611,Culvert,Box culvert,
N1,LRP274,0.34300000000001774,270.205,92.0133333,22.2517222,KmPost,Km post missing,
N1,LRP274a,0.6569999999999823,270.548,92.0152778,22.249333,Culvert,Box culvert,
N1,LRP275,0.6020000000000323,271.205,92.019166,22.2449997,KmPost,Km post missing,
N1,LRP275a,0.478999999999985,271.807,92.0215271,22.2410552,Culvert,Box culvert,
N1,LRP275b,0.13900000000001,272.286,92.0230549,22.2371941,Culvert,Box culvert,
N1,LRP276,0.3849999999999909,272.425,92.0234716,22.236083,KmPost,Info.Missing,
N1,LRP276a,12.3,272.81,92.0245549,22.2327771,Culvert,Box culvert,B
N1,LRP276b,0.014000000000010004,272.989,92.0248882,22.2316938,Bridge,Bridge start,
N1,LRP276c,0.21600000000000819,273.003,92.0249438,22.2315827,Bridge,Bridge end,
N1,LRP277,0.012000000000000455,273.219,92.0258882,22.227916,KmPost,Info.Missing,
N1,LRP277a,0.012000000000000455,273.231,92.025916,22.2278882,Bridge,Bridge start,
N1,LRP277b,0.4370000000000118,273.243,92.0259438,22.2277771,Bridge,Bridge end,
N1,LRP277c,0.5389999999999873,273.68,92.0270827,22.2240271,Culvert,Box culvert,
N1,LRP278,0.24799999999999045,274.219,92.0278882,22.2192493,KmPost,Km post missing,
N1,LRP278a,0.5150000000000432,274.467,92.0281382,22.2170549,Culvert,Box culvert,
N1,LRP278b,0.23699999999996635,274.982,92.0304993,22.2131389,"SideRoad,Left",Road To Dhupchheri (Z1026),
N1,LRP279,0.54200000000003,275.219,92.0318049,22.2116111,KmPost,Km post missing,
N1,LRP279a,211.0,275.761,92.0356663,22.2084444,Bridge,Bridge start,B
N1,LRP279b,0.28600000000000136,275.816,92.0357774,22.2080278,Bridge,Bridge end,
N1,LRP279c,0.012000000000000455,276.102,92.0370274,22.2059444,Bridge,Bridge start,
N1,LRP279d,0.10500000000001819,276.114,92.0371386,22.2058889,Bridge,Bridge end,
N1,LRP280,1.093999999999994,276.219,92.0380274,22.2054167,KmPost,Km post missing,
N1,LRP281,0.6999999999999886,277.313,92.0433886,22.1977774,KmPost,Info.Missing,
N1,LRP281a,0.313000000000045,278.013,92.0453608,22.1917219,"SideRoad,Right",Road to Barma (Z1036),
N1,LRP282,1.0129999999999768,278.326,92.046583,22.1897497,KmPost,Info.Missing,
N1,LRP283,0.8210000000000264,279.339,92.0513889,22.1822771,KmPost,Info.Missing,
N1,LRP283a,27.9,280.16,92.0528611,22.1750827,Culvert,Box culvert,A
N1,LRP284,1.0,280.339,92.0534167,22.1735827,KmPost,Km post missing,
N1,LRP285,1.0,281.339,92.0548889,22.1652222,KmPost,Km post missing,
N1,LRP286,0.5149999999999864,282.339,92.0641944,22.1629722,KmPost,Km post missing,
N1,LRP286a,0.21700000000004138,282.854,92.0674716,22.1596667,Bridge,Bridge start,
N1,LRP286b,7.2,283.071,92.0686104,22.1580556,Bridge,Bridge end,A
N1,LRP287,0.6639999999999873,283.339,92.0701104,22.156,KmPost,Km post missing,
N1,LRP287a,11.2,284.003,92.0696938,22.1509722,Bridge,Bridge start,A
N1,LRP287b,0.20600000000001728,284.012,92.069666,22.1508889,Bridge,Bridge end,
N1,LRP288,0.950999999999965,284.218,92.0696104,22.1491386,KmPost,"Cox,s Bazar 111 km,Kasherhat 5 km",
N1,LRP289,0.30299999999999727,285.169,92.0697771,22.1406663,KmPost,Keranirhat 4 km,
N1,LRP289a,12.6,285.472,92.0698882,22.1379163,Culvert,Box Culvert,A
N1,LRP289b,0.16100000000000136,285.973,92.0700827,22.1334441,Culvert,Box Culvert,
N1,LRP290,0.11899999999997135,286.134,92.0701938,22.1320549,KmPost,"Cox,s Bazar 109 km",
N1,LRP290a,0.06100000000003547,286.253,92.070416,22.1308049,Bridge,Bridge start,
N1,LRP290b,0.22399999999998954,286.314,92.0704993,22.1304716,Bridge,Bridge end,
N1,LRP290c,0.03100000000000591,286.538,92.0708604,22.1285271,Bridge,Bridge start,
N1,LRP290d,0.4849999999999568,286.569,92.070916,22.1282771,Bridge,Bridge end,
N1,LRP291,0.010000000000047748,287.054,92.0715827,22.1240271,KmPost,Info.Missing,
N1,LRP291a,30.3,287.064,92.0716382,22.123666,Culvert,Box culvert,A
N1,LRP291b,0.6009999999999991,287.453,92.0719438,22.1208049,Culvert,Box culvert,
N1,LRP292,0.2820000000000391,288.054,92.072416,22.1151944,KmPost,Km post missing,
N1,LRP292a,2.5,288.336,92.0726938,22.1133056,Culvert,Box culvert,A
N1,LRP293,0.5580000000000496,289.054,92.0738049,22.1062222,KmPost,Km post missing,
N1,LRP293a,12.6,289.612,92.0740549,22.1021667,"SideRoad,Left",Road to Bandarban(N108),A
N1,LRP293b,0.25,289.724,92.0743604,22.0993052,Culvert,Box culvert,
N1,LRP293c,6.0,289.974,92.0750271,22.0977497,"SideRoad,Right",Road to Satkaria (Z1019),A
N1,LRP294,0.6119999999999663,290.004,92.0752216,22.097583,KmPost,Km post missing,
N1,LRP294a,13.64,290.616,92.0798604,22.0942219,Culvert,Box culvert,A
N1,LRP295,0.9559999999999604,290.838,92.0812493,22.092833,KmPost,"Cox,s Bazar 104 km",
N1,LRP296,0.5459999999999923,291.794,92.088583,22.0876941,KmPost,"Cox,s Bazar 103 km,Pasea 5 km",
N1,LRP296a,2.0,292.34,92.0924997,22.0844441,Culvert,Box culvert,A
N1,LRP297,0.30000000000001137,292.758,92.0958886,22.0826104,KmPost,"Cox,s Bazar 102 km,Pasha 3 km",
N1,LRP297a,0.6999999999999886,293.058,92.0982774,22.081166,Culvert,Box culvert,
N1,LRP298,0.7040000000000077,293.758,92.1001944,22.0752216,KmPost,Km post missing,
N1,LRP298a,3.0,294.462,92.1038333,22.0699438,Bridge,Bridge start,A
N1,LRP298b,0.17700000000002092,294.495,92.104,22.0698049,Bridge,Bridge end,
N1,LRP299,0.5659999999999741,294.672,92.10525,22.0686938,KmPost,"Cox,s Bazar 100 km,Pasra 2 km",
N1,LRP299a,12.6,295.238,92.107,22.0641667,Bridge,Bridge start,A
N1,LRP299b,0.37999999999999545,295.283,92.1070833,22.0638611,Bridge,Bridge end,
N1,LRP299c,6.2,295.663,92.1078056,22.0605556,Culvert,Box culvert,A
N1,LRP300,0.4230000000000018,295.672,92.1078611,22.0604722,KmPost,Km post missing,
N1,LRP300a,3.0,296.095,92.1090833,22.0568611,Culvert,Box culvert,A
N1,LRP300b,12.4,296.61,92.1091111,22.0522778,Culvert,Box culvert,A
N1,LRP301,0.3299999999999841,296.672,92.1090278,22.0516944,KmPost,Km post missing,
N1,LRP301a,14.2,297.002,92.1082222,22.0486386,Culvert,Box culvert,A
N1,LRP301b,24.2,297.441,92.1078333,22.0449719,"SideRoad,Left",Road to Tonkabati (Z1013),A
N1,LRP301c,0.1360000000000241,297.536,92.1073056,22.0443052,Culvert,Box culvert,
N1,LRP302,0.6949999999999932,297.672,92.1063056,22.0434441,KmPost,Km post missing,
N1,LRP302a,22.5,298.367,92.104,22.0379163,Culvert,Box culvert,A
N1,LRP303,0.5670000000000073,298.464,92.1039722,22.037083,KmPost,"Cox.s Bazar 96 km,Lohaona 3 km",
N1,LRP303a,2.5,299.031,92.1041667,22.0320827,Culvert,Box culvert,A
N1,LRP303b,0.05500000000000682,299.409,92.1035556,22.028916,Bridge,Bridge start,
N1,LRP304,0.019000000000005457,299.464,92.1032778,22.0284438,KmPost,Km post missing,
N1,LRP304a,0.8990000000000009,299.483,92.1031944,22.0283327,Bridge,Bridge end,
N1,LRP305,0.014000000000010004,300.382,92.1015556,22.020666,KmPost,"Cox,s Bazar 94 km,Lohaona 1 km",
N1,LRP305a,22.4,300.396,92.1015,22.0205549,Culvert,Box culvert,A
N1,LRP306,0.9300000000000068,301.319,92.094833,22.0153056,KmPost,"Cox,s Bazar 93 km,Lohagora 6 km",
N1,LRP306a,3.0,302.249,92.0927497,22.0077222,Culvert,Box culvert,A
N1,LRP307,0.464999999999975,302.298,92.0924997,22.0074167,KmPost,"Cox,s Bazar 92 km,Lohagra 0 km",
N1,LRP307a,1.4,302.763,92.0904163,22.0039167,Culvert,Box culvert,A
N1,LRP307b,0.016000000000019554,303.303,92.0880274,21.9999441,Culvert,Box culvert,
N1,LRP308,0.5469999999999686,303.319,92.0879997,21.999833,KmPost,"Cox,s Bazar 87 km",
N1,LRP308a,4.5,303.866,92.0873608,21.9951108,Culvert,Box culvert,A
N1,LRP308b,9.3,303.883,92.0872774,21.9950552,Culvert,Box culvert,A
N1,LRP308c,0.060000000000002274,304.317,92.086083,21.9913886,Bridge,Bridge start,
N1,LRP308d,0.019000000000005457,304.377,92.0859163,21.9908886,Bridge,Bridge end,
N1,LRP309,0.15999999999996817,304.396,92.0858608,21.9907219,KmPost,"Cox,s Bazar 86 km,Chokaria 28 km",
N1,LRP309a,4.5,304.556,92.085333,21.9893886,Culvert,Box culvert,A
N1,LRP309b,4.7,304.962,92.0835274,21.9862219,Bridge,Bridge start,A
N1,LRP309c,0.38900000000001,304.986,92.0834441,21.9860552,Bridge,Bridge end,
N1,LRP310,0.26499999999998636,305.375,92.0817771,21.9829716,KmPost,"Cox,s Bazar 87 km,Chokaria 27 km",
N1,LRP310a,2.0,305.64,92.0800271,21.9811104,Bridge,Bridge start,A
N1,LRP310b,3.0,305.665,92.0799438,21.9810549,Bridge,Bridge end,A
N1,LRP310c,0.3420000000000414,305.919,92.0778327,21.9798882,Culvert,Box culvert,
N1,LRP310d,0.13299999999998136,306.261,92.0747493,21.9789716,Culvert,Box culvert,
N1,LRP311,1.016999999999996,306.394,92.0739993,21.9781104,KmPost,"Cox,s Bazar 88 km,Chowria 27 km",
N1,LRP312,0.17099999999999227,307.411,92.0670827,21.9729438,KmPost,"Cox,s Bazar 83 km,Chokaria 25 km",
N1,LRP312a,0.5640000000000214,307.582,92.0657222,21.9720827,"SideRoad,Right",Road to Banskhali (R171),
N1,LRP312b,0.26499999999998636,308.146,92.0635,21.967666,Culvert,Box culvert,
N1,LRP313,0.25499999999999545,308.411,92.0625556,21.9654167,KmPost,Km post missing,
N1,LRP313a,0.021000000000015007,308.666,92.0633611,21.9620278,Bridge,Bridge start,
N1,LRP313b,13.64,308.687,92.0634444,21.9618611,Bridge,Bridge end,A
N1,LRP313c,0.35199999999997544,309.059,92.0653889,21.9590833,Culvert,Box culvert,
N1,LRP314,0.08499999999997954,309.411,92.0665833,21.9578333,KmPost,Km post missing,
N1,LRP314a,9.3,309.496,92.0673327,21.9569167,Culvert,Box culvert,A
N1,LRP314b,0.021000000000015007,310.017,92.0678604,21.9516111,Bridge,Bridge start,
N1,LRP314c,0.30299999999999727,310.038,92.0678604,21.9514444,Bridge,Bridge end,
N1,LRP315,0.46100000000001273,310.341,92.0675271,21.9489441,KmPost,Info.Missing,
N1,LRP315a,3.0,310.802,92.0668049,21.9446663,Culvert,Box culvert,A
N1,LRP316,0.6150000000000091,311.341,92.0643889,21.940583,KmPost,Km post missing,
N1,LRP316a,3.0,311.956,92.0623056,21.9354441,Culvert,Box culvert,A
N1,LRP316b,0.15699999999998226,312.209,92.0614167,21.9333608,Culvert,Box culvert,
N1,LRP317,0.07800000000003138,312.366,92.06075,21.9322216,KmPost,"Cox,s Bazar 78 km",
N1,LRP317a,56.4,312.444,92.0603611,21.931666,Culvert,Box culvert,A
N1,LRP317b,0.672999999999945,312.708,92.0592778,21.9296104,Culvert,Box culvert,
N1,LRP318,0.5850000000000364,313.381,92.0585,21.9235827,KmPost / KmPost,"Cox,s Bazar 77 km/Start of Cox's Bazar Road Division. / Cox,s Bazar 77 km/Start of Cox's Bazar Road Division.",
N1,LRP318a,14.3,313.966,92.0597778,21.9177216,Culvert,Box culvert,A
N1,LRP318b,2.1,314.269,92.0601389,21.9160833,Culvert,Box culvert,A
N1,LRP319,0.2230000000000132,314.416,92.0604722,21.9148333,KmPost,"Cox,s Bazar 76 km",
N1,LRP319a,4.5,314.639,92.0606667,21.9128611,Culvert,Box culvert,A
N1,LRP319b,3.0,315.15,92.0605278,21.9083889,Culvert,Box culvert,A
N1,LRP320,0.3079999999999927,315.42,92.0609167,21.9059444,KmPost,"Cox,s Bazar 75 km",
N1,LRP320a,15.8,315.728,92.0611667,21.9031667,"SideRoad,Left",Road to Lama(Z1007),A
N1,LRP321,0.06299999999998818,316.293,92.0612222,21.8969997,KmPost,"Cox,s Bazar 74 km",
N1,LRP321a,7.3,316.356,92.06108684571824,21.89646793301105,"SideRoad,Right",Road to Toitong (Z1124),A
N1,LRP321b,46.0,317.017,92.0596667,21.8908886,Culvert,Box culvert,A
N1,LRP322,0.8330000000000268,317.299,92.0600833,21.8883886,KmPost,"Cox,s Bazar 73 km",
N1,LRP322a,14.0,318.132,92.0589722,21.8810271,Culvert,Box culvert,A
N1,LRP323,0.5080000000000382,318.311,92.0590833,21.879416,KmPost,Cox's Bazar 72 km,
N1,LRP323a,0.5009999999999764,318.819,92.0591111,21.874916,Culvert,Box culvert,
N1,LRP324,0.9069999999999823,319.32,92.0591389,21.8704993,KmPost,Info.Missing,
N1,LRP324a,0.09300000000001774,320.227,92.0595,21.8625,Culvert,Box culvert,
N1,LRP325,0.22199999999998,320.32,92.0596111,21.8616389,KmPost,Km post missing,
N1,LRP325a,20.6,320.542,92.0602778,21.8597222,Bridge,Bridge start,A
N1,LRP325b,0.7239999999999895,320.601,92.0604444,21.8592222,Bridge,Bridge end,
N1,LRP326,0.021000000000015007,321.325,92.0609722,21.85275,KmPost,"Cox,s Bazar 69 km",
N1,LRP326a,14.2,321.346,92.0609722,21.8526111,Culvert,Box culvert,B
N1,LRP326b,0.7649999999999864,321.575,92.0609444,21.8505,Culvert,Box culvert,
N1,LRP327,0.21300000000002228,322.34,92.0628056,21.8441386,KmPost,"Cox,s Bazar 68 km",
N1,LRP327a,15.7,322.553,92.0638611,21.842583,Culvert,Box culvert,A
N1,LRP327b,0.48200000000002774,322.875,92.0651389,21.8399719,Culvert,Box culvert,
N1,LRP328,0.31399999999996453,323.357,92.067416,21.8363052,KmPost,"Cox,s Bazar 67 km",
N1,LRP328a,300.0,323.671,92.0684438,21.8336663,Culvert,Box culvert,C
N1,LRP328b,0.48200000000002774,323.842,92.0689993,21.8322216,"SideRoad,Right",Road to Paharchaanda(Z1125),
N1,LRP329,0.2939999999999827,324.324,92.0712771,21.8280827,KmPost,Cox's Bazar 66 km,
N1,LRP329a,0.04800000000000182,324.618,92.0723882,21.8256938,Bridge,Bridge start,
N1,LRP329b,0.5169999999999959,324.666,92.0725549,21.8252771,Bridge,Bridge end,
N1,LRP329c,0.1490000000000009,325.183,92.0741104,21.8208882,Culvert,Box culvert,
N1,LRP330,0.18099999999998317,325.332,92.0741382,21.8195271,KmPost,Cox's Bazar 65km,
N1,LRP330a,0.8310000000000173,325.513,92.073916,21.8179716,Culvert,Box culvert,
N1,LRP331,0.8439999999999941,326.344,92.0776382,21.8119444,KmPost,Cox.s Bazar 64 km,
N1,LRP331a,9.3,327.188,92.077166,21.8045278,"SideRoad,Right",Road to Paharchanda(Z1002),B
N1,LRP331b,0.014999999999986358,327.344,92.0772493,21.8031389,Bridge,Bridge start,
N1,LRP331c,0.010000000000047748,327.359,92.0772771,21.8030278,Bridge,Bridge end,
N1,LRP332,0.992999999999995,327.369,92.0772771,21.8029167,KmPost,"Cox,s Bazar 63 km",
N1,LRP333,0.7749999999999773,328.362,92.0783882,21.7941941,KmPost,"Cox,s Bazar 62 km",
N1,LRP333a,12.6,329.137,92.0788882,21.7873886,Culvert,Box culvert,A
N1,LRP333b,0.1379999999999768,329.237,92.0790271,21.7864997,Culvert,Box culvert,
N1,LRP334,0.18000000000000682,329.375,92.079166,21.7853052,KmPost,"Cox,s Bazar 61 km",
N1,LRP334a,0.8190000000000168,329.555,92.0792771,21.7836941,Culvert,Box culvert,
N1,LRP335,0.07999999999998408,330.374,92.0840552,21.7782493,KmPost,"Cox,s Bazar 60 km",
N1,LRP335a,12.8,330.454,92.0843886,21.7776382,Culvert,Box culvert,A
N1,LRP335b,0.19500000000005002,330.679,92.0851108,21.7758049,Culvert,Box culvert,
N1,LRP335c,0.1349999999999909,330.874,92.0840552,21.7737216,CrossRoad,Intersection with Z1126,
N1,LRP335d,0.29300000000000637,331.009,92.0837219,21.7732771,Culvert,Box culvert,
N1,LRP336,0.02400000000000091,331.302,92.0818327,21.7713049,KmPost,"Cox,s Bazar 59 km",
N1,LRP336a,9.3,331.326,92.0816382,21.7711938,Bridge,Bridge start,A
N1,LRP336b,0.4289999999999736,331.637,92.079416,21.7693327,Bridge,Bridge end,
N1,LRP336c,0.23600000000004684,332.066,92.0767771,21.7664722,"SideRoad,Right",Road to Tuabazar (Z1127),
N1,LRP337,0.5749999999999886,332.302,92.075916,21.7646389,KmPost,Km post missing,
N1,LRP337a,0.5529999999999973,332.877,92.0764993,21.7596389,"SideRoad,Right",Road to Badarkhali (R172),
N1,LRP338,1.0020000000000095,333.43,92.0770271,21.7546944,KmPost,"Cox,s Bazar 57 km",
N1,LRP339,0.8650000000000091,334.432,92.080916,21.7466386,KmPost,"Cox,s Bazar 56 km",
N1,LRP339a,59.6,335.297,92.0828604,21.7392497,Culvert,Box culvert,A
N1,LRP340,0.05099999999998772,335.438,92.0834163,21.738083,KmPost,Cox's Bazar 55 km,
N1,LRP340a,3.5,335.489,92.0834719,21.7376386,Culvert,Box culvert,A
N1,LRP340b,0.18100000000004002,336.169,92.0838052,21.7315827,Culvert,Box culvert,
N1,LRP340c,0.03899999999998727,336.35,92.083833,21.7299993,Bridge,Bridge start,
N1,LRP340d,0.06900000000001683,336.389,92.083833,21.7296382,Bridge,Bridge end,
N1,LRP341,0.6889999999999645,336.458,92.0838608,21.7290271,KmPost,"Cox,s Bazar 54 km",
N1,LRP341a,54.4,337.147,92.0834719,21.7229438,Culvert,Box culvert,A
N1,LRP341b,0.14800000000002456,337.31,92.0830827,21.7215549,"SideRoad,Left",Road to Alikadam(Z1005),
N1,LRP342,0.4199999999999591,337.458,92.0822493,21.7204716,KmPost,Cox's Bazar 53km,
N1,LRP342a,61.0,337.878,92.0824993,21.7169438,Culvert,Pipe Culvert,C
N1,LRP343,0.5269999999999868,338.491,92.0821104,21.7120833,KmPost,"Cox,s Bazar 52 km",
N1,LRP343a,0.48900000000003274,339.018,92.0800549,21.7080278,Culvert,Box culvert,
N1,LRP344,0.3100000000000023,339.507,92.0788604,21.7040556,KmPost,"Cox,s Bazar 51 km",
N1,LRP344a,0.6979999999999791,339.817,92.0783882,21.7013611,Culvert,Box culvert,
N1,LRP345,1.0120000000000005,340.515,92.0805827,21.6957497,KmPost,Cox's Bazar 50km,
N1,LRP346,1.0,341.527,92.0800827,21.6868608,KmPost,Cox's Bazar 49km,
N1,LRP347,0.41700000000003,342.527,92.0770827,21.678416,KmPost,Cox's Bazar 48 km,
N1,LRP347a,7.0,342.944,92.0766104,21.6747493,Bridge,Bridge start,A
N1,LRP347b,5.2,343.006,92.0765549,21.6742216,Bridge,Bridge end,A
N1,LRP347c,0.03400000000004866,343.429,92.0762771,21.6704438,Culvert,Box culvert,
N1,LRP348,0.09600000000000364,343.463,92.0760549,21.6695549,KmPost,"Cox,s Bazar 47 km",
N1,LRP348a,9.3,343.559,92.0759438,21.6688327,"SideRoad,Left",Road to Garzania (Z1130),A
N1,LRP348b,14.0,344.325,92.074916,21.6618889,Culvert,Box culvert,A
N1,LRP349,0.17599999999998772,344.468,92.0750827,21.6606111,KmPost,"Cox,s Bazar 46 km",
N1,LRP349a,1.4,344.644,92.0751382,21.6590556,Bridge,Bridge start,A
N1,LRP349b,4.5,344.7,92.0751382,21.653,Bridge,Bridge end,C
N1,LRP350,0.2370000000000232,345.484,92.0737771,21.6518056,KmPost,"Cox,s Bazar 45 km",
N1,LRP350a,2.5,345.721,92.0733049,21.6497219,Bridge,Bridge start,A
N1,LRP350b,0.01799999999997226,345.783,92.0733049,21.6491941,Bridge,Bridge end,
N1,LRP350c,0.2510000000000332,345.801,92.0733049,21.649083,Bridge,Box culvert,
N1,LRP350d,0.44700000000000273,346.052,92.0733604,21.6468052,Culvert,Box culvert,
N1,LRP351,1.0179999999999723,346.499,92.0732216,21.6428608,KmPost,"Cox,s Bazar 44 km",
N1,LRP352,1.02800000000002,347.517,92.0770271,21.634833,KmPost,"Cox,s Bazar 43 km",
N1,LRP353,0.7339999999999804,348.545,92.0773882,21.6259716,KmPost,"Cox,s Bazar 42 km",
N1,LRP353a,4.8,349.279,92.0724438,21.6213604,Culvert,Box culvert,A
N1,LRP354,0.3990000000000009,349.545,92.0705271,21.6197771,KmPost,Cox's Bazar 41km,
N1,LRP354a,46.0,349.944,92.0679993,21.617166,Bridge,Bridge start,A
N1,LRP354b,0.05899999999996908,349.995,92.0678049,21.6167771,Bridge,Bridge end,
N1,LRP354c,0.1150000000000091,350.054,92.0667771,21.6150556,"SideRoad,Right","Z1131, Kutakhali-Maheshkhali",
N1,LRP355,0.1400000000000432,350.169,92.0652222,21.61225,KmPost,"Cox,s Bazar 40 km",
N1,LRP355a,0.17999999999994998,350.309,92.06399479375,21.610086825,Culvert,Box culvert,
N1,LRP355b,0.7970000000000255,350.489,92.0624167,21.6073056,Culvert,Box culvert,
N1,LRP356,0.05700000000001637,351.286,92.0619444,21.6039167,KmPost,"Cox,s Bazar 39 km",
N1,LRP356a,0.3410000000000082,351.343,92.061920540201,21.603029505025123,Culvert,Box culvert,
N1,LRP356b,0.6019999999999754,351.684,92.0617778,21.5977219,Culvert,Box culvert,
N1,LRP357,0.08199999999999363,352.286,92.0611944,21.5951108,KmPost,Cox's Bazar 38km,
N1,LRP357a,14.0,352.368,92.06161870980392,21.59379884019608,Culvert,Box culvert,A
N1,LRP357b,0.5039999999999623,352.694,92.0633056,21.588583,Culvert,Box culvert,
N1,LRP358,0.10000000000002274,353.198,92.0650278,21.5875274,KmPost,"Cox,s Bazar 37 km",
N1,LRP358a,3.0,353.298,92.0650278,21.5861941,Culvert,Box culvert,A
N1,LRP358b,2.5,353.466,92.0652222,21.584833,Culvert,Box culvert,A
N1,LRP359,0.1290000000000191,354.197,92.0668049,21.5791938,KmPost,Cox's Bazar 36 km,
N1,LRP359a,7.5,354.326,92.0697216,21.5769993,Culvert,Box culvert,A
N1,LRP360,0.6940000000000168,355.167,92.0718049,21.5717216,KmPost,"Cox,s Bazar 35 km",
N1,LRP360a,14.0,355.861,92.0702493,21.564,Culvert,Box Culvert,A
N1,LRP361,0.1349999999999909,356.187,92.0700271,21.5629444,KmPost,"Cox,s Bazar 34 km",
N1,LRP361a,0.1209999999999809,356.322,92.0696382,21.5618056,Culvert,Box Culvert,
N1,LRP361b,0.7460000000000377,356.443,92.0692771,21.5608333,Culvert,Box Culvert,
N1,LRP362,0.19599999999996953,357.189,92.0679716,21.5555,KmPost,"Cos,x Bazar 33 km",
N1,LRP362a,0.05200000000002092,357.385,92.067916,21.5553056,Bridge,Bridge start,
N1,LRP362b,0.4230000000000018,357.437,92.0678049,21.5548889,Bridge,Bridge end,
N1,LRP362c,0.04599999999999227,357.86,92.0670827,21.5484719,Bridge,Bridge start,
N1,LRP362d,0.18299999999999272,357.906,92.0670271,21.548083,Bridge,Bridge end,
N1,LRP363,0.8870000000000005,358.089,92.0668327,21.546583,KmPost,"Cox,s Bazar 32 km",
N1,LRP364,1.0160000000000196,358.976,92.0639722,21.538333,KmPost,Cox's Bazar 31km,
N1,LRP365,0.03299999999995862,359.992,92.0650278,21.5294993,KmPost,Cox.s Bazar 30 km,
N1,LRP365a,14.0,360.025,92.0650833,21.5283049,Culvert,Box culvert,B
N1,LRP365b,0.3439999999999941,360.237,92.0651944,21.5264716,Culvert,Box culvert,
N1,LRP365c,0.01999999999998181,360.581,92.0656111,21.5234716,Bridge,Bridge start,
