id,road,LRPName,length,chainage,lon,lat,model_type,name,condition
1532,N104,LRP043b,758.0,43030.0,91.0971386,22.8833886,link,Road to Right R-143,
1533,N104,LRP043c,32.0,43788.0,91.096833,22.8767493,bridge,Bridge start,A
1534,N104,LRP044,180.0,43820.0,91.0969163,22.8760549,link,"Maijdee 1 km,Sonapur 6 km",
1535,N104,LRP044a,380.0,44000.0,91.0969719,22.8743327,bridge,Box Culvert,A
1536,N104,LRP_inserted,0.0,0.0,91.0969377900862,22.87286535948276,link,inserted_link,NaN
1537,N104,LRP044b,84.0,44380.0,91.09690368017242,22.87139801896552,bridge,Box Culvert,A
1538,N104,LRP_inserted,0.0,0.0,91.09689614008622,22.87107365948276,link,inserted_link,NaN
1539,N104,LRP044c,336.0,44464.0,91.0968886,22.8707493,bridge,Bridge start,A
1540,N104,LRP_inserted,0.0,0.0,91.09693025,22.869096550000002,link,inserted_link,NaN
1541,N104,LRP044e,60.0,44800.0,91.0969719,22.8674438,bridge,Box Culvert,A
1542,N104,LRP044f,400.0,44860.0,91.0971108,22.8674438,link,"Z-1452,Link Section end (Maijdee Station road)",
1543,N104,LRP045c,270.0,45260.0,91.0968608,22.8633333,bridge,Box culvert,A
1544,N104,LRP_inserted,0.0,0.0,91.09655525,22.86216665,link,inserted_link,NaN
1545,N104,LRP045d,102.0,45530.0,91.0962497,22.861,bridge,Box Culvert,A
1546,N104,LRP046,1103.0,45632.0,91.0961108,22.8600278,link,"Sonapur 4 km, Bagumganj 10 km, Maijdee 1 km",
1547,N104,LRP046a,245.0,46735.0,91.0963886,22.857,bridge,Box culvert,A
1548,N104,LRP047,800.0,46980.0,91.09663873837836,22.853063737297298,link,"Sonapur 3 km,Begumganj 11 km",
1549,N104,LRP048a,860.0,47780.0,91.0982219,22.8414441,bridge,Bridge start,A
1550,N104,LRP_inserted,0.0,0.0,91.09934705,22.83798575,link,inserted_link,NaN
1551,N104,LRP048c,220.0,48640.0,91.1004722,22.8345274,bridge,Box culvert,A
1552,N104,LRP049,12.0,48860.0,91.1005278,22.8328049,link,Sonapur 1 km,
1553,N104,LRP049a,522.0,48872.0,91.1005833,22.8324993,bridge,Box culvert,A
1554,N104,LRP_inserted,0.0,0.0,91.10091664999999,22.830166,link,inserted_link,NaN
1555,N104,LRP049b,116.0,49394.0,91.10125,22.8278327,bridge,Box culvert,A
1556,N104,LRP049c,120.0,49510.0,91.10134555254236,22.8268086559322,link,Sonapur Link Road Z-1440,
1557,N104,LRPE,-49630.0,49630.0,91.1014444,22.8257493,sourcesink,Meet with Z1441& Z1405 at Sonapur.,
1558,N105,LRPS,1120.0,0.0,90.5466108,23.6904163,link,"Starts of road from N1,Dhaka teknaf road at Madanpur.",
1559,N105,LRP001a,934.0,1120.0,90.5515278,23.6993052,bridge,Box culvert,A
1560,N105,LRP002,282.0,2054.0,90.5576944,23.7055278,link,"Bangabandhu Bridge 128 km,Mymensingh 132 km",
1561,N105,LRP002a,773.0,2336.0,90.5596389,23.7072222,bridge,Box culvert,A
1562,N105,LRP003,696.0,3109.0,90.5651111,23.7118889,link,"Bangabandhu bridge 127 km,Mymensingh 130 km",
1563,N105,LRP003a,300.0,3805.0,90.5700827,23.7161944,bridge,Box culvert,A
1564,N105,LRP004,1587.0,4105.0,90.5722216,23.7179993,link,"Bangabandhu bridge 126 km,Mymensingh 129 km,Gazipur 45 km",
1565,N105,LRP005a,436.0,5692.0,90.5834441,23.7277216,bridge,Box culvert,A
1566,N105,LRP006,101.0,6128.0,90.5865552,23.7303882,link,"Bangabandhu bridge 124 km,Gazipur 43 km,Mymensingh 127 km",
1567,N105,LRP006a,80.0,6229.0,90.5872774,23.7310549,bridge,Box culvert,A
1568,N105,LRP006b,472.0,6309.0,90.5877774,23.7314716,link,"R114, Nayapur- Raipura Road",
1569,N105,LRP006c,347.0,6781.0,90.5871941,23.7357219,bridge,Box Culvert,A
1570,N105,LRP007,661.0,7128.0,90.5868052,23.7388052,link,"Bangabondhu Bridge-123 km,Mymanshingh -126 km, Gazipur 42 km",
1571,N105,LRP007b,354.0000000000009,7789.0,90.5856108,23.7445552,bridge,Bridge Start,A
1572,N105,LRP008,1146.999999999999,8143.000000000001,90.584083,23.747333,link,"Bangabondhu Bridge- 122 km, Mymensingh- 125 km, Gazipur 41km",
1573,N105,LRP009a,417.0,9290.0,90.5792493,23.7561111,bridge,Box Culvert,A
1574,N105,LRP_inserted,0.0,0.0,90.57834654999999,23.7578472,link,inserted_link,NaN
1575,N105,LRP009b,466.0,9707.0,90.5774438,23.7595833,bridge,Bridge Start,A
1576,N105,LRP010,267.0,10173.0,90.5751938,23.7633611,link,"Bangabondhu Bridge- 120 km, Mymensingh- 123 km, Gazipur 39 km",
1577,N105,LRP010a,485.0,10440.0,90.5738604,23.7658611,bridge,Box Culvert,A
1578,N105,LRP_inserted,0.0,0.0,90.57292985000001,23.767541350000002,link,inserted_link,NaN
1579,N105,LRP010b,288.0,10925.0,90.5719993,23.7692216,bridge,Bridge Start,A
1580,N105,LRP011,6690.0,11213.0,90.5714716,23.7717216,link,Information  missing,
1581,N105,LRP017a,309.0,17903.0,90.5633611,23.828166,bridge,Box Culvert,A
1582,N105,LRP_inserted,0.0,0.0,90.56279165,23.829374350000002,link,inserted_link,NaN
1583,N105,LRP017b,66.0,18212.0,90.5622222,23.8305827,bridge,Box Culvert,A
1584,N105,LRP018,880.0,18278.0,90.5620556,23.8309438,link,km Post missing,
1585,N105,LRP018a,120.0,19158.0,90.5593056,23.8381108,bridge,Box Culvert,A
1586,N105,LRP019,366.0,19278.0,90.5585833,23.8383886,link,km Post missing,
1587,N105,LRP019a,363.0,19644.0,90.5550278,23.8382219,bridge,Box Culvert,A
1588,N105,LRP_inserted,0.0,0.0,90.5532917,23.838208,link,inserted_link,NaN
1589,N105,LRP019b,271.0,20007.0,90.5515556,23.8381941,bridge,Box Culvert,A
1590,N105,LRP020,1621.0,20278.0,90.5491663,23.8374163,link,"km Post missing / Bridge Start, Kanchon Bridge",
1591,N105,LRP021b,781.0,21899.0,90.5362219,23.8392774,bridge,Box Culvert,A
1592,N105,LRP023,683.0,22680.0,90.5313049,23.8446386,link,"Bangabandhu Bridge- 109 km, Tangail-86 km, Gazipur- 28 km",
1593,N105,LRP023a,311.0,23363.0,90.5295271,23.8465274,bridge,Box Culvert,A
1594,N105,LRP024,1237.0,23674.0,90.5250827,23.8515,link,Info missing,
1595,N105,LRP025a,257.0,24911.0,90.5179438,23.8602222,bridge,Box Culvert,A
1596,N105,LRP_inserted,0.0,0.0,90.51734655,23.8612361,link,inserted_link,NaN
1597,N105,LRP025b,513.0,25168.0,90.5167493,23.86225,bridge,Box Culvert,A
1598,N105,LRP026,303.0,25681.0,90.5143611,23.8663333,link,Km Post missing,
1599,N105,LRP026a,229.0,25984.0,90.5120556,23.8680271,bridge,Box Culvert,A
1600,N105,LRP_inserted,0.0,0.0,90.51115279999999,23.8686382,link,inserted_link,NaN
1601,N105,LRP026b,28.0,26213.0,90.51025,23.8692493,bridge,Box Culvert,A
1602,N105,LRP_inserted,0.0,0.0,90.5085278,23.87033265,link,inserted_link,NaN
1603,N105,LRP026c,440.0,26241.0,90.5068056,23.871416,bridge,Culvert,A
1604,N105,LRP027,1054.0,26681.0,90.5066111,23.8715271,link,Km Post missing,
1605,N105,LRP028a,840.0,27735.0,90.5023611,23.8796938,bridge,Box Culvert,A
1606,N105,LRP_inserted,0.0,0.0,90.5001804,23.88258285,link,inserted_link,NaN
1607,N105,LRP028b,35.0,28575.0,90.4979997,23.8854719,bridge,Box Culvert,A
1608,N105,LRP028c,540.0,28610.0,90.49766961975308,23.885501909259258,link,"Z3010, Kaliganj- Ulukhola road",
1609,N105,LRP029a,586.0,29150.0,90.4924441,23.8859163,bridge,Box Culvert,A
1610,N105,LRP030,1629.0,29736.0,90.4867219,23.8868608,link,Information  missing,
1611,N105,LRP031c,371.0,31365.0,90.4813049,23.899083,bridge,Bridge Start,A
1612,N105,LRP032,73.0,31736.0,90.48089390836502,23.901812425855518,link,Km post missing,
1613,N105,LRP032a,475.0,31809.0,90.4802771,23.9028611,bridge,Box culvert,A
1614,N105,LRP_inserted,0.0,0.0,90.47958265,23.9048889,link,inserted_link,NaN
1615,N105,LRP032b,545.0,32284.0,90.4788882,23.9069167,bridge,Box culvert,A
1616,N105,LRP033,258.0,32829.0,90.4753327,23.9101944,link,"Gazipur 18 km,Tangail 76 km,Bangabandhu 99 km",
1617,N105,LRP033a,246.0,33087.0,90.4734716,23.9117222,bridge,Box culvert,A
1618,N105,LRP_inserted,0.0,0.0,90.471916,23.9128472,link,inserted_link,NaN
1619,N105,LRP033b,496.0,33333.0,90.4703604,23.9139722,bridge,Box Culvert,A
1620,N105,LRP034,760.0,33829.0,90.4689438,23.9165833,link,"Gazipur 17 km, Tangail 75 km, Bangabandhu 98 km, / Bridge start",
1621,N105,LRP034c,280.0,34589.0,90.4645278,23.921416,bridge,Box culvert,A
1622,N105,LRP035,330.0,34869.0,90.4620833,23.9225827,link,"Gazipur 16 km,Tangail 74 km,Bangabandhu Bridge 97 km",
1623,N105,LRP035a,670.0,35199.0,90.4591944,23.9240549,bridge,Box culvert,A
1624,N105,LRP036,1057.0,35869.0,90.4543611,23.9277771,link,Km post missing,
1625,N105,LRP037a,422.0,36926.0,90.4473052,23.9340274,bridge,Box culvert,A
1626,N105,LRP_inserted,0.0,0.0,90.4456802,23.9351802,link,inserted_link,NaN
1627,N105,LRP037b,225.0,37348.0,90.4440552,23.936333,bridge,Box culvert,A
1628,N105,LRP_inserted,0.0,0.0,90.44273575,23.9373469,link,inserted_link,NaN
1629,N105,LRP037c,307.0,37573.0,90.4414163,23.9383608,bridge,Box Culvert,A
1630,N105,LRP038,413.0,37880.0,90.4401663,23.9395552,link,"Gazipur 13 km,Mymensingh 98 km,Bangabandhu Bridge 94 km",
1631,N105,LRP038a,587.0,38293.0,90.4361663,23.9426108,bridge,Pipe Culvert,A
1632,N105,LRP039,283.0,38880.0,90.4322493,23.9447497,link,"Gazipur 12 km,Tangail 70 km,Bangabandhu bridge 93 km",
1633,N105,LRP039a,717.0,39163.0,90.4287493,23.946333,bridge,Box Culvert,A
1634,N105,LRP040,1336.0,39880.0,90.4233327,23.9484719,link,Km post missing,
1635,N105,LRP041a,564.0,41216.0,90.4105278,23.95075,bridge,Box culvert,A
1636,N105,LRP042,134.0,41780.0,90.4043889,23.9522222,link,"Gazipur 9 km, Tangail 67 km, Bangabandhu Bridge 90 km",
1637,N105,LRP042a,512.0,41914.0,90.4038889,23.95225,bridge,Box culvert,A
1638,N105,LRP_inserted,0.0,0.0,90.40256945,23.95430555,link,inserted_link,NaN
1639,N105,LRP042b,454.0,42426.0,90.40125,23.9563611,bridge,Box culvert,A
1640,N105,LRP043,1201.0,42880.0,90.3989163,23.9660278,link,Km post missing,
1641,N105,LRP044a,149.0,44081.0,90.3972497,23.970166,bridge,Box culvert,A
1642,N105,LRP044b,283.0,44230.0,90.3968052,23.971416,link,Cros Road Z3008,
1643,N105,LRP044c,367.0,44513.0,90.3940274,23.9736104,bridge,Box Culvert,A
1644,N105,LRP045,73.0,44880.0,90.3916108,23.9744993,link,"B.Bridge 87 km,Tangail 64 km",
1645,N105,LRP045a,300.0,44953.0,90.3900552,23.9751104,bridge,Box Culvert,A
1646,N105,LRP_inserted,0.0,0.0,90.38870800000001,23.9756104,link,inserted_link,NaN
1647,N105,LRP045b,300.0,45253.0,90.3873608,23.9761104,bridge,Box Culvert,A
1648,N105,LRP_inserted,0.0,0.0,90.38587469999999,23.97667985,link,inserted_link,NaN
1649,N105,LRP045c,327.0,45553.0,90.3843886,23.9772493,bridge,Box Culvert,A
1650,N105,LRP046,343.0,45880.0,90.382166,23.9769716,link,Km post missing,
1651,N105,LRP046b,340.0,46223.0,90.3781104,23.9774438,bridge,Box Culvert,A
1652,N105,LRP_inserted,0.0,0.0,90.3766521,23.9774021,link,inserted_link,NaN
1653,N105,LRP046c,240.0,46563.0,90.3751938,23.9773604,bridge,Box Culvert,A
1654,N105,LRP_inserted,0.0,0.0,90.37367990000001,23.977499299999998,link,inserted_link,NaN
1655,N105,LRP046d,56.0,46803.0,90.372166,23.9776382,bridge,Box Culvert,A
1656,N105,LRP047,784.0,46859.0,90.3726382,23.9774993,link,"B.Bridge 85 km,Tangail 162 km",
1657,N105,LRP047a,622.0,47643.0,90.3669993,23.9826382,bridge,Box culvert,A
1658,N105,LRP_inserted,0.0,0.0,90.36474965,23.9846106,link,inserted_link,NaN
1659,N105,LRP047b,605.0,48265.0,90.3625,23.986583,bridge,Box Culvert,A
1660,N105,LRP048,-48870.0,48870.0,90.3582222,23.9895274,sourcesink,"B.Bridge 83 km,Tangail 60 km / End of Road  Intersection at N4 at Joydebpur.",
1661,N106,LRPS,480.0,0.0,91.8215827,22.3935552,link,Start of Road  from Oxygen  More,
1662,N106,LRPSa,168.0,480.0,91.8200271,22.3974997,bridge,Box culvert,A
1663,N106,LRP_inserted,0.0,0.0,91.819916,22.398277450000002,link,inserted_link,NaN
1664,N106,LRPSb,3.0,648.0,91.8198049,22.3990552,bridge,Box culvert,A
1665,N106,LRP_inserted,0.0,0.0,91.81958265,22.3997637,link,inserted_link,NaN
1666,N106,LRPSc,178.0,822.0,91.8193604,22.4004722,bridge,Box culvert,A
1667,N106,LRP001,328.0,1000.0,91.8191104,22.4020556,link,Km post missing,
1668,N106,LRP001a,117.0,1328.0,91.8188882,22.4049722,bridge,Slab culvert,A
1669,N106,LRP_inserted,0.0,0.0,91.8187771,22.4055,link,inserted_link,NaN
1670,N106,LRP001b,555.0,1445.0,91.818666,22.4060278,bridge,Box culvert,A
1671,N106,LRP002,156.0,2000.0,91.8182493,22.4108056,link,Km post missing,
1672,N106,LRP002a,376.0,2156.0,91.8185549,22.4121667,bridge,Box culvert,A
1673,N106,LRP_inserted,0.0,0.0,91.81886044999999,22.41381945,link,inserted_link,NaN
1674,N106,LRP002b,468.0,2532.0,91.819166,22.4154722,bridge,Bridge start,A
1675,N106,LRP003,317.0,3000.0,91.8197216,22.4196104,link,Km post missing,
1676,N106,LRP003a,235.0,3317.0,91.8200271,22.4223882,bridge,Box culvert,A
1677,N106,LRP_inserted,0.0,0.0,91.81990210000001,22.423416,link,inserted_link,NaN
1678,N106,LRP003b,498.0,3552.0,91.8197771,22.4244438,bridge,Box culvert,A
1679,N106,LRP004,242.0,4050.0,91.819666,22.428916,link,"Rangamati 64 km,Hathazari 8 km",
1680,N106,LRP004a,656.0,4292.0,91.8199993,22.4309993,bridge,Box culvert,A
1681,N106,LRP_inserted,0.0,0.0,91.820166,22.43393005,link,inserted_link,NaN
1682,N106,LRP004c,102.0,4948.0,91.8203327,22.4368608,bridge,Box Culvert,A
1683,N106,LRP005,57.0,5050.0,91.8204993,22.4377497,link,Km post missing,
1684,N106,LRP005a,727.0,5107.0,91.8206104,22.4382497,bridge,Box culvert,A
1685,N106,LRP_inserted,0.0,0.0,91.81983265,22.4413469,link,inserted_link,NaN
1686,N106,LRP005b,230.0,5834.0,91.8190549,22.4444441,bridge,Box culvert,A
1687,N106,LRP006,578.0,6064.0,91.8185549,22.4464441,link,Information missing,
1688,N106,LRP006a,240.0,6642.0,91.8175827,22.4515,bridge,Box culvert,A
1689,N106,LRP_inserted,0.0,0.0,91.8174438,22.45254165,link,inserted_link,NaN
1690,N106,LRP006b,182.0,6882.0,91.8173049,22.4535833,bridge,Box culvert,A
1691,N106,LRP007,32.0,7064.0,91.817166,22.45525,link,Km post missing,
1692,N106,LRP007a,8.0,7096.0,91.8171382,22.4555,bridge,Box culvert,A
1693,N106,LRP_inserted,0.0,0.0,91.81701319999999,22.456375,link,inserted_link,NaN
1694,N106,LRP007b,588.0,7294.0,91.8168882,22.45725,bridge,Box culvert,A
1695,N106,LRP_inserted,0.0,0.0,91.81674964999999,22.459861099999998,link,inserted_link,NaN
1696,N106,LRP007c,182.0,7882.0,91.8166111,22.4624722,bridge,Box culvert,A
1697,N106,LRP008,207.0,8064.0,91.8165278,22.4640556,link,Km post missing,
1698,N106,LRP008a,609.0,8271.0,91.8163889,22.4658611,bridge,Box culvert,A
1699,N106,LRP_inserted,0.0,0.0,91.81576390000001,22.4684719,link,inserted_link,NaN
1700,N106,LRP008b,184.0,8880.0,91.8151389,22.4710827,bridge,Bridge start,A
1701,N106,LRP009,692.0,9064.0,91.8148056,22.472666,link,Km post missing,
1702,N106,LRP009a,352.0,9756.0,91.8131667,22.4786104,bridge,Box culvert,A
1703,N106,LRP010,1131.0,10108.0,91.8115278,22.4809438,link,Information missing,
1704,N106,LRP011a,679.0,11239.0,91.8079444,22.4901108,bridge,Box culvert,A
1705,N106,LRP_inserted,0.0,0.0,91.8076944,22.493096899999998,link,inserted_link,NaN
1706,N106,LRP011b,190.0,11918.0,91.8074444,22.496083,bridge,Bridge start,A
1707,N106,LRP012,1444.0,12108.0,91.8071667,22.4977497,link,Km post missing,
1708,N106,LRP013a,530.0,13552.0,91.8178327,22.5037778,bridge,Box culvert,A
1709,N106,LRP_inserted,0.0,0.0,91.82036045,22.50355555,link,inserted_link,NaN
1710,N106,LRP013b,67.0,14082.0,91.8228882,22.5033333,bridge,Box culvert,A
1711,N106,LRP014,258.0,14149.0,91.8235549,22.5032778,link,"Rangamati 54 km, Raozan 12 km",
1712,N106,LRP014a,751.0,14407.0,91.8265549,22.5046111,bridge,Bridge start,A
1713,N106,LRP015,57.0,15158.0,91.8323604,22.5071389,link,"Rangamati 53 km,Raozan 11 km",
1714,N106,LRP015a,169.0,15215.0,91.8328604,22.5073056,bridge,Bridge start,A
1715,N106,LRP_inserted,0.0,0.0,91.8335967,22.50761115,link,inserted_link,NaN
1716,N106,LRP015c,774.0000000000018,15384.0,91.834333,22.5079167,bridge,Box culvert,A
1717,N106,LRP016,32.99999999999636,16158.000000000002,91.8411386,22.5108611,link,Km post missing,
1718,N106,LRP016a,578.0000000000018,16190.999999999998,91.8414163,22.5109167,bridge,Box Culvert,A
1719,N106,LRP_inserted,0.0,0.0,91.84338855,22.51231945,link,inserted_link,NaN
1720,N106,LRP016b,159.0,16769.0,91.8453608,22.5137222,bridge,Bridge start,A
1721,N106,LRP017,325.0,16928.0,91.8455274,22.5151111,link,"Rangamati 51 km,Raozan9 km",
1722,N106,LRP017a,535.0,17253.0,91.8481663,22.5160556,bridge,Box culvert,A
1723,N106,LRP018,141.0,17788.0,91.8532778,22.5162222,link,Rangamati 50 km,
1724,N106,LRP018a,693.0,17929.0,91.8545278,22.5162222,bridge,Bridge start,A
1725,N106,LRP_inserted,0.0,0.0,91.85755454278845,22.517492134375,link,inserted_link,NaN
1726,N106,LRP018c,166.0,18622.0,91.86058128557691,22.51876206875,bridge,Box culvert,A
1727,N106,LRP019,133.0,18788.0,91.8620278,22.5193882,link,Km post missing,
1728,N106,LRP019a,229.0,18921.0,91.8632222,22.5198882,bridge,Box culvert,A
1729,N106,LRP_inserted,0.0,0.0,91.8650691,22.5206243,link,inserted_link,NaN
1730,N106,LRP019b,171.0,19150.0,91.866916,22.5213604,bridge,Box Culvert,A
1731,N106,LRP019c,402.0,19321.0,91.8681104,22.5217771,link,Road to Fatikchari,
1732,N106,LRP020a,449.0,19723.0,91.8700827,22.5230271,bridge,Box culvert,A
1733,N106,LRP_inserted,0.0,0.0,91.87138825,22.52462435,link,inserted_link,NaN
1734,N106,LRP020b,450.0,20172.0,91.8726938,22.5262216,bridge,Bridge start,A
1735,N106,LRP021,228.0,20622.0,91.8760271,22.5283882,link,"Rangamati 47 km,Raozan 5 km",
1736,N106,LRP021a,719.0,20850.0,91.8781382,22.5288604,bridge,Bridge start,A
1737,N106,LRP022,530.0,21569.0,91.8848052,22.5308049,link,"Rangamati 46 km,Raozan 4 km",
1738,N106,LRP022a,268.0,22099.0,91.8896386,22.5322771,bridge,Bridge start,A
1739,N106,LRP_inserted,0.0,0.0,91.8908886,22.532416,link,inserted_link,NaN
1740,N106,LRP022c,202.0,22367.0,91.8921386,22.5325549,bridge,Box culvert,A
1741,N106,LRP023,39.0,22569.0,91.8941108,22.5327771,link,Km post missing,
1742,N106,LRP023a,373.0,22608.0,91.8944997,22.5328049,bridge,Box culvert,A
1743,N106,LRP_inserted,0.0,0.0,91.89627745,22.53306895,link,inserted_link,NaN
1744,N106,LRP023b,141.0,22981.0,91.8980552,22.533333,bridge,Box culvert,A
1745,N106,LRP_inserted,0.0,0.0,91.898708,22.53341635,link,inserted_link,NaN
1746,N106,LRP023c,277.0,23122.0,91.8993608,22.5334997,bridge,Bridge start,A
1747,N106,LRP_inserted,0.0,0.0,91.90063875,22.5338608,link,inserted_link,NaN
1748,N106,LRP023e,70.0,23399.0,91.9019167,22.5342219,bridge,Bridge start,A
1749,N106,LRP024,341.0,23469.0,91.9025833,22.5343052,link,Rangamati 44 km,
1750,N106,LRP024a,487.0,23810.0,91.9058611,22.5349163,bridge,Box culvert,A
1751,N106,LRP024b,570.0,24297.0,91.9103611,22.5349719,link,Road to Jalepara,
1752,N106,LRP025b,284.0,24867.0,91.9155556,22.5349441,bridge,Box culvert,A
1753,N106,LRP_inserted,0.0,0.0,91.91694415,22.53490245,link,inserted_link,NaN
1754,N106,LRP025c,127.0,25151.0,91.9183327,22.5348608,bridge,Box Culvert,A
1755,N106,LRP025d,458.0,25278.0,91.9194716,22.5347219,link,Road to Katakhali  ,
1756,N106,LRP026a,376.0,25736.0,91.9238049,22.5354997,bridge,Box culvert,A
1757,N106,LRP_inserted,0.0,0.0,91.92561045,22.535694149999998,link,inserted_link,NaN
1758,N106,LRP026b,143.0,26112.0,91.927416,22.5358886,bridge,Box culvert,A
1759,N106,LRP_inserted,0.0,0.0,91.9280688,22.535902450000002,link,inserted_link,NaN
1760,N106,LRP026c,117.0,26255.0,91.9287216,22.5359163,bridge,Box culvert,A
1761,N106,LRP027,582.0,26372.0,91.9299438,22.5359997,link,"Rangamati 42 km,Betbunia10 km",
1762,N106,LRP027a,362.0,26954.0,91.9355274,22.5369719,bridge,Box culvert,A
1763,N106,LRP028,1823.0,27316.0,91.9389163,22.5377774,link,"Rangamati 41 km,Betbunia 9 km",
1764,N106,LRP030a,64.0,29139.0,91.9559722,22.5386941,bridge,Bridge start,A
1765,N106,LRP031,14.0,29203.0,91.9565556,22.5386663,link,"Rangamati 38 km,Betbunia 6 km",
1766,N106,LRP031a,867.0,29217.0,91.9566389,22.5386108,bridge,Box Culvert,A
1767,N106,LRP032,163.0,30084.0,91.9651111,22.5385552,link,"Rangamati 37 km,Betbunia 5 km",
1768,N106,LRP032a,163.0,30247.0,91.9667216,22.538333,bridge,Box culvert,A
1769,N106,LRP032b,388.0,30410.0,91.9688049,22.5382219,link,Start of Rangamati road Division / Start of Rangamati road Division,
1770,N106,LRP032c,286.0,30798.0,91.9691104,22.5406108,bridge,Bridge start,A
1771,N106,LRP033,163.0,31084.0,91.9718049,22.5411108,link,Km post missing,
1772,N106,LRP033a,100.0,31247.0,91.973166,22.5412497,bridge,Box Culvert,A
1773,N106,LRP_inserted,0.0,0.0,91.9736938,22.54131915,link,inserted_link,NaN
1774,N106,LRP033b,6.0,31347.0,91.9742216,22.5413886,bridge,Box Culvert,A
1775,N106,LRP034,142.0,31353.0,91.9742493,22.5413886,link,"Rangamati 36 km,Betbunia 4 km",
1776,N106,LRP034a,101.0,31495.0,91.9755549,22.5417219,bridge,Box Culvert,A
1777,N106,LRP_inserted,0.0,0.0,91.97598545,22.54191635,link,inserted_link,NaN
1778,N106,LRP034b,84.0,31596.0,91.976416,22.5421108,bridge,Box Culvert,A
1779,N106,LRP_inserted,0.0,0.0,91.97679099999999,22.541958,link,inserted_link,NaN
1780,N106,LRP034c,181.0,31680.0,91.977166,22.5418052,bridge,Box Culvert,A
1781,N106,LRP_inserted,0.0,0.0,91.9776382,22.54115245,link,inserted_link,NaN
1782,N106,LRP034d,252.0,31861.0,91.9781104,22.5404997,bridge,Box Culvert,A
1783,N106,LRP_inserted,0.0,0.0,91.9791521,22.5399719,link,inserted_link,NaN
1784,N106,LRP034e,241.0,32113.0,91.9801938,22.5394441,bridge,Box Culvert,A
1785,N106,LRP_inserted,0.0,0.0,91.98111044999999,22.539208000000002,link,inserted_link,NaN
1786,N106,LRP034f,30.0,32354.0,91.9820271,22.5389719,bridge,Box Culvert,A
1787,N106,LRP035,133.00000000000364,32384.0,91.9822493,22.539083,link,"Rangamati 35 km, Betbunia 3 km",
1788,N106,LRP035a,154.99999999999272,32517.000000000004,91.9833049,22.5396108,bridge,Box Culvert,A
1789,N106,LRP_inserted,0.0,0.0,91.98379115,22.540013549999998,link,inserted_link,NaN
1790,N106,LRP035b,215.00000000000364,32671.999999999996,91.9842774,22.5404163,bridge,Box Culvert,A
1791,N106,LRP_inserted,0.0,0.0,91.98473575,22.54124965,link,inserted_link,NaN
1792,N106,LRP035c,112.0,32887.0,91.9851941,22.542083,bridge,Box Culvert,A
1793,N106,LRP_inserted,0.0,0.0,91.9853052,22.54252745,link,inserted_link,NaN
1794,N106,LRP035d,162.0,32999.0,91.9854163,22.5429719,bridge,Box Culvert,A
1795,N106,LRP_inserted,0.0,0.0,91.98548575,22.54368025,link,inserted_link,NaN
1796,N106,LRP035e,6.0,33161.0,91.9855552,22.5443886,bridge,Box Culvert,A
1797,N106,LRP036,73.0,33407.0,91.9871108,22.5459997,link,"Rangamati 34 km, Betbunia 2 km",
1798,N106,LRP036a,144.0,33480.0,91.987583,22.5464441,bridge,Box Culvert,A
1799,N106,LRP_inserted,0.0,0.0,91.98813855,22.54662465,link,inserted_link,NaN
1800,N106,LRP036b,114.0,33624.0,91.9886941,22.5468052,bridge,Box Culvert,A
1801,N106,LRP_inserted,0.0,0.0,91.98919409999999,22.54662465,link,inserted_link,NaN
1802,N106,LRP036c,349.0,33738.0,91.9896941,22.5464441,bridge,Box Culvert,A
1803,N106,LRP_inserted,0.0,0.0,91.9911941,22.545749649999998,link,inserted_link,NaN
1804,N106,LRP036d,133.0,34087.0,91.9926941,22.5450552,bridge,Box Culvert,A
1805,N106,LRP_inserted,0.0,0.0,91.99329844953704,22.545152117592593,link,inserted_link,NaN
1806,N106,LRP036e,191.0,34220.0,91.99390279907408,22.545249035185183,bridge,Box Culvert,A
1807,N106,LRP_inserted,0.0,0.0,91.99477069953704,22.545388217592592,link,inserted_link,NaN
1808,N106,LRP036f,29.0,34411.0,91.9956386,22.5455274,bridge,Box Culvert,A
1809,N106,LRP_inserted,0.0,0.0,91.99577745,22.5455691,link,inserted_link,NaN
1810,N106,LRP036g,74.0,34440.0,91.9959163,22.5456108,bridge,Box Culvert,A
1811,N106,LRP037,194.0,34514.0,91.9966386,22.5457497,link,"Rangamati 34 km, Betbunia 1 km",
1812,N106,LRP037a,228.0,34708.0,91.9983608,22.5458886,bridge,Box Culvert,A
1813,N106,LRP_inserted,0.0,0.0,91.99934705,22.54568025,link,inserted_link,NaN
1814,N106,LRP037b,84.0,34936.0,92.0003333,22.5454719,bridge,Box Culvert,A
1815,N106,LRP_inserted,0.0,0.0,92.00268055,22.54549965,link,inserted_link,NaN
1816,N106,LRP037c,494.0,35020.0,92.0050278,22.5455274,bridge,Box Culvert,A
1817,N106,LRP038,403.0,35514.0,92.0053611,22.5453052,link,Km post missing,
1818,N106,LRP038a,107.0,35917.0,92.0088611,22.5439719,bridge,Box Culvert,A
1819,N106,LRP_inserted,0.0,0.0,92.0093889,22.543944099999997,link,inserted_link,NaN
1820,N106,LRP038b,536.0,36024.0,92.0099167,22.5439163,bridge,Box Culvert,A
1821,N106,LRP039,34.0,36560.0,92.0118611,22.5479441,link,Rangamati 31 km,
1822,N106,LRP039a,233.0,36594.0,92.012,22.5481941,bridge,Box Culvert,A
